COMUNIDAD_AUTONOMA$PROVINCIA$LOCALIDAD$DENOMINACIONGENERICA$DENOMINACIONESPECIFICA$CODIGO$NATURALEZA$DOMICILIO$CODPOSTAL$TELEFONO
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Reinosa$Colegio de Educación Infantil, Primaria y Secundaria$ALTO EBRO$39019061$PASEO JIMENEZ DIAZ                                                              $39200$942 75 00 23
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Reinosa$Colegio de Educación Infantil y Primaria$CASIMIRO SAINZ$39005311$SALTO, 2$39200$
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Reinosa$Colegio de Educación Infantil y Primaria$COLEGIO PUBLICO Nº2$39018706$CONCHA ESPINA, 16$39200$
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Reinosa$Instituto de Educación Secundaria$MONTESCLAROS$39014282$DR. JIMENEZ DIAZ, 6                                                             $39200$942 75 12 35
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Renedo$Centro Público de Educación de Personas Adultas$CEPA DE RENEDO$39019735$BARRIO SORRIBERO ALTO, 65 B$39470$942 57 18 33
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Renedo$Colegio de Educación Infantil y Primaria$EL MIMBRAL$39019711$Bº SORRIBERO, S/N                                                               $39470$942 30 40 21
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Renedo$Colegio de Educación Infantil y Primaria$VIRGEN DE VALENCIA$39011517$AVDA. LUIS DE LA CONCHA, S/N                                                    $39470$942 57 12 30
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Renedo$Escuela Municipal de Educación Infantil$LA JILGUERA$39019243$Bº SORRIBERO ALTO, 26-B$39478$
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Renedo$Instituto de Educación Secundaria$VALLE DE PIELAGOS$39014211$SORRIBERO                                                                       $39470$942 57 18 29
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Requejada$Colegio de Educación Infantil y Primaria$PEREZ GALDOS$39005001$REQUEJADA$39312$942 82 43 91
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Revilla$Colegio de Educación Infantil y Primaria$AGAPITO CAGIGAS$39001445$ESCUELAS, 154 (Bº PEDROSO)$39600$942 25 80 93
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Rivero$Colegio de Educación Infantil y Primaria$PERO NIÑO$39006297$RIVERO                                                                          $39409$942 81 43 21
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Rubayo$Colegio de Educación Infantil y Primaria$MARINA DE CUDEYO$39012236$CARRETERA GENERAL, S/N                                                          $39719$942 50 63 08
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$San Mateo$Instituto de Educación Secundaria$ESTELAS DE CANTABRIA$39001780$C/ PEÑA DEL CAMPO                                                               $39400$942 83 26 67
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$San Miguel de Aguayo$Colegio de Educación Primaria$CAMPOO$39013794$SAN MIGUEL DE AGUAYO$39491$
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$San Miguel de Meruelo$Escuela Municipal de Educación Infantil$EL TRASTOLILLO$39018627$BARRIO BOCILLO, S/N$39192$618 13 40 84
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$San Miguel de Meruelo$Instituto de Educación Secundaria$SAN MIGUEL DE MERUELO$39014178$Bº SANTA ANA, S/N                                                               $39192$942 65 70 12
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$San Pantaleón de Aras$Colegio de Educación Infantil y Primaria$MARQUESA DE VILUMA$39011271$SAN PANTALEON DE ARAS                                                           $39766$942 67 91 03
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$San Vicente de la Barquera$Colegio de Educación Infantil y Primaria$MATA LINARES$39008658$LAS TENERÍAS, 4                                                                 $39540$942 71 01 88
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$San Vicente de la Barquera$Instituto de Educación Secundaria$JOSE HIERRO$39013393$TENERIAS,S/N                                                                    $39540$942 71 21 51
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santa Cruz de Bezana$Colegio de Educación Infantil y Primaria$BUENAVENTURA GONZALEZ$39006509$MENENDEZ PELAYO                                                                 $39100$942 58 07 00
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santa Cruz de Bezana$Instituto de Educación Secundaria$LA MARINA$39014221$JOSE MARIA PEREDA Nº 21-B                                                       $39100$942 58 57 22
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santa María de Cayón$Colegio de Educación Infantil y Primaria$GERARDO DIEGO$39011554$SANTA MARIA DE CAYON$39694$942 56 31 41
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santa María de Cayón$Instituto de Educación Secundaria$LOPE DE VEGA$39014130$BARRIO EL SOMBRERO, S/N                                                         $39694$942 56 36 66
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Centro Privado Autorizado de Enseñanzas Deportivas$CENTRO ESPECIALIZADO DE ALTO RENDIMIENTO PRÍNCIPE FELIPE$39019474$C/ GAMAZO, S/N$39004$607 96 89 22
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Centro Público de Educación de Personas Adultas$CEPA ESCUELAS VERDES$39018494$ENRIQUE GRAN, S/N                                                               $39003$942 21 51 10
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Centro Público Integrado de Formación Profesional$CENTRO INTEGRADO DE FORMACION PROFESIONAL Nº 1$39018913$FRANCISCO RIVAS MORENO, 2 - PEÑACASTILLO                                        $39011$942 32 38 45
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Colegio de Educación Infantil y Primaria$ANTONIO MENDOZA$39007186$CISNEROS, 71$39007$942 23 59 84
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Colegio de Educación Infantil y Primaria$CABO MAYOR$39019115$C/ LA PEREDA, Nº 24$39012$942 39 02 64
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Colegio de Educación Infantil y Primaria$CISNEROS$39007174$CISNEROS, 71$39007$942 23 23 85
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Colegio de Educación Infantil y Primaria$DIONISIO GARCIA BARREDO$39013083$AVDA. DE LOS CASTROS, S/N$39005$942 31 21 50
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Colegio de Educación Infantil y Primaria$ELOY VILLANUEVA$39006790$AVDA. SAN PEDRO DEL MAR, 53 - MONTE$39012$942 34 17 22
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Colegio de Educación Infantil y Primaria$FUENTE DE LA SALUD$39007071$CAJO, S/N$39011$942 33 55 90
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Colegio de Educación Infantil y Primaria$GERARDO DIEGO$39011682$GERARDO DIEGO S/N POL.DE CAZOÑA                                                 $39011$942 33 06 77
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Colegio de Educación Infantil y Primaria$JESUS CANCIO$39012790$AVDA. CARDENAL HERRERA ORIA                                                     $39011$942 34 74 84
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Colegio de Educación Infantil y Primaria$JOSE ARCE BODEGA$39012947$MARQUES DE LA HERMIDA, S/N$39009$942 31 23 69
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Colegio de Educación Infantil y Primaria$MAGALLANES 45$39011189$MAGALLANES, 45$39007$942 23 24 22
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Colegio de Educación Infantil y Primaria$MANUEL CACICEDO$39006996$EL SOMO - SAN ROMÁN DE LA LLANILLA                                              $39012$942 33 58 96
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Colegio de Educación Infantil y Primaria$MANUEL LLANO$39011578$BAJADA DEL CALERUCO, S/N$39007$942 33 63 96
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Colegio de Educación Infantil y Primaria$MARIA BLANCHARD$39011670$FERNANDO DE LOS RIOS, 60                                                        $39006$942 31 25 49
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Colegio de Educación Infantil y Primaria$MARIA SANZ DE SAUTUOLA$39006960$AVDA. DEL DEPORTE, S/N - LA ALBERICIA                                           $39012$942 33 85 06
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Colegio de Educación Infantil y Primaria$MARQUES DE ESTELLA$39006901$LEOPOLDO ALAS, 1 - PEÑACASTILLO$39011$942 33 12 30
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Colegio de Educación Infantil y Primaria$MENENDEZ PELAYO$39007162$LOPE DE VEGA, S/N$39003$942 21 60 34
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Colegio de Educación Infantil y Primaria$NUEVA MONTAÑA$39013769$FRANCISCO TOMAS Y VALIENTE, S/N - PEÑACASTILLO$39011$942 32 01 56
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Colegio de Educación Infantil y Primaria$QUINTA PORRUA$39007149$VAZQUEZ DE MELLA, S/N$39007$942 33 59 08
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Colegio de Educación Infantil y Primaria$RAMON PELAYO$39019668$ALTA, 82                                                                        $39008$942 23 17 92
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Colegio de Educación Infantil y Primaria$SARDINERO$39007095$TRASMIERA,S/N                                                                   $39005$942 27 86 18
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Colegio de Educación Infantil y Primaria$VITAL ALSAR$39011566$AVDA. INES DIEGO DEL NOVAL, 2 - CUETO                                           $39012$942 39 29 20
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Colegio de Educación Primaria$BAHIA$39007061$GENERAL DAVILA, 91$39004$
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Conservatorio Profesional de Música$ATAULFO ARGENTA$39012376$GRAL.DAVILA, 77. FINCA ALTAMIRA$39006$942 20 30 20
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Conservatorio Profesional de Música$JESUS DE MONASTERIO$39012364$GENERAL DAVILA, 85                                                              $39006$942 37 23 22
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Escuela Infantil$ESCUELA INFANTIL, UNIVERSIDAD DE CANTABRIA$39019218$AVDA. DE LOS CASTROS, S/N$39005$942 20 20 70 
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Escuela Municipal de Educación Infantil$PARAYAS-CANDINA$39019206$C/ GERARDO ALVEAR, 7$39002$942 35 58 65
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Escuela Oficial de Idiomas$E.O.I. DE SANTANDER$39013149$CISNEROS, 74                                                                    $39007$942 23 94 62
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Instituto de Educación Secundaria$ALBERTO PICO$39008154$CASTILLA, S/N                                                                   $39009$942 34 03 33
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Instituto de Educación Secundaria$ALISAL$39013101$AVDA. VICENTE TRUEBA, S/N - SAN ROMÁN DE LA LLANILLA                            $39012$942 34 28 66
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Instituto de Educación Secundaria$AUGUSTO GONZALEZ DE LINARES$39008087$C/ PRIMERO DE MAYO, 1                                                           $39011$942 33 74 11
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Instituto de Educación Secundaria$CANTABRIA$39011323$REPUENTE, 49 - MONTE                                                            $39012$942 32 37 27
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Instituto de Educación Secundaria$JOSE MARIA PEREDA$39008041$AV. GRAL. DAVILA,288                                                            $39007$942 33 52 11
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Instituto de Educación Secundaria$LA ALBERICIA$39008075$AVDA. DEL DEPORTE, S/N - LA ALBERICIA                                           $39012$942 33 22 22
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Instituto de Educación Secundaria$LAS LLAMAS$39013095$AV.DE LOS CASTROS, 40 A                                                         $39005$942 28 12 72
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Instituto de Educación Secundaria$LEONARDO TORRES QUEVEDO$39011396$LEONARDO TORRES QUEVEDO,5-B. CAZOÑA                                             $39011$942 33 62 22
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Instituto de Educación Secundaria$PEÑACASTILLO$39013599$AVDA. EDUARDO GARCIA, S/N - PEÑACASTILLO                                        $39011$942 32 16 50
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Instituto de Educación Secundaria$SANTA CLARA$39008051$SANTA CLARA 13                                                                  $39001$942 21 65 50
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santander$Instituto de Educación Secundaria$VILLAJUNCO$39008063$CALLEJA DEL JUNCO, 8                                                            $39005$942 27 05 08
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santiago$Escuela Infantil$SANTIAGO LA ROBLEDA$39001664$LA ROBLEDA, 21                                                                  $39311$942 88 31 75
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santiago$Escuela Municipal de Educación Infantil$EL CHOPO$39018433$C/ DEL RIVERO, 42$39311$942880003
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santibáñez$Colegio Rural Agrupado$RIO PISUEÑA$39013770$AVDA. PEREZ VENERO, 57                                                          $39649$942 59 05 12
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santibáñez$Escuela de Capacitación Agraria$C.DE CAPACITACION AGRARIA$39010550$SANTIBAÑEZ$39649$
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santillana$Colegio de Educación Infantil y Primaria$SANTA JULIANA$39008233$ESCULTOR JESUS OTERO, S/N                                                       $39330$942 81 81 58
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santoña$Centro Público de Educación de Personas Adultas$CEPA  BERRIA$39018949$AVDA. DE BERRIA S/N                                                             $39740$942 66 02 00
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santoña$Centro Público de Educación de Personas Adultas$CEPA DE SANTOÑA$39018597$COLEGIO PUBLICO MACIAS PICAVEA - C/ SOR MARÍA                                   $39740$942 66 20 67
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santoña$Colegio de Educación Infantil y Primaria$JUAN DE LA COSA$39008488$ODONNEL, 15                                                                     $39740$942 66 14 92
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santoña$Colegio de Educación Infantil y Primaria$MACIAS PICAVEA$39011581$SOR MARIA DEL CARMEN, 2                                                         $39740$942 66 18 94
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santoña$Instituto de Educación Secundaria$MARISMAS$39012081$SOR MARIA DEL CARMEN S/N                                                        $39740$942 66 24 04
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Santoña$Instituto de Educación Secundaria$MARQUES DE MANZANEDO$39008531$MANZANEDO, 12                                                                   $39740$942 66 06 37
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Selaya$Colegio de Educación Infantil y Primaria$EL CASTAÑAL$39008725$EL CASTAÑAL$39696$942 59 03 66
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Sierrapando$Colegio de Educación Infantil y Primaria$PANCHO COSSIO$39009225$LA LLANA, S/N                                                                   $39317$942 80 85 35
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Somahoz$Escuela Infantil$BESAYA$39002531$BO.SAN ROQUE,13$39400$942 83 27 25
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Somo$Colegio de Educación Infantil y Primaria$NTRA. SRA. DE LATAS$39011530$SOMO$39140$942 50 42 21
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Somo$Escuela Municipal de Educación Infantil$CLAUDIO DEL RIO$39018962$CAYUSO, 100$39140$942 51 04 97
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Soto de la Marina$Colegio de Educación Infantil y Primaria$COSTA QUEBRADA$39006510$AVDA. DE FERNANDO SAIZ, S/N$39110$942 57 81 86
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Suances$Colegio de Educación Infantil y Primaria$PORTUS BLENDIUM$39014415$AVDA. JOSÉ ANTONIO, 31                                                          $39340$942 81 06 82
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Suances$Escuela Municipal de Educación Infantil$EL CABALLITO DE MAR$39018792$PLAZA DEL GENERALISIMO, 12$39340$646 00 84 79
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Tanos$Colegio de Educación Infantil y Primaria$PINTOR ESCUDERO ESPRONCEDA$39009286$CARRETERA DEL CEMENTERIO, S/N$39316$942 89 26 25
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Tanos$Instituto de Educación Secundaria$GARCILASO DE LA VEGA$39013113$2ª UNIDAD VECINAL                                                               $39300$942 89 25 35
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Terán$Colegio de Educación Infantil y Primaria$MANUEL LLANO$39011177$TERAN DE CABUERNIGA                                                             $39510$942 70 60 68
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Torrelavega$Centro Público de Educación de Personas Adultas$CEPA  CALIGRAMA$39018512$LA LLAMA, 62 A                                                                  $39300$942 89 40 14
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Torrelavega$Colegio de Educación Infantil y Primaria$CERVANTES$39009331$LASAGA LARRETA S/N                                                              $39300$942 88 31 74
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Torrelavega$Colegio de Educación Infantil y Primaria$FERNANDO DE LOS RIOS$39012534$AV.DE LA CONSTITUCION, S/N$39300$942 89 23 61
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Torrelavega$Colegio de Educación Infantil y Primaria$JOSE LUIS HIDALGO$39011591$NUEVA CIUDAD$39300$942 88 18 55
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Torrelavega$Colegio de Educación Infantil y Primaria$JOSE MARIA PEREDA$39009328$JUAN XXIII 34 TORRENUEVA                                                        $39300$942 89 33 91
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Torrelavega$Colegio de Educación Infantil y Primaria$MENENDEZ PELAYO$39009316$Pº FERNANDEZ VALLEJO, 4$39300$942 80 83 07
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Torrelavega$Colegio de Educación Infantil y Primaria$MIES DE VEGA$39013071$MIES DE VEGA, S/N                                                               $39300$942 88 88 33
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Torrelavega$Escuela Municipal de Educación Infantil$ANJANA$39019784$CALLE ARCADIO GONZÁLEZ                                                          $39300$942 88 22 64
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Torrelavega$Escuela Oficial de Idiomas$E.O.I. DE TORRELAVEGA$39013496$NUEVA CIUDAD,S/N                                                                $39300$942 80 33 91
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Torrelavega$Instituto de Educación Secundaria$BESAYA$39009456$AVDA. DE OVIEDO, 2                                                              $39300$942 89 04 40
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Torrelavega$Instituto de Educación Secundaria$MARQUES DE SANTILLANA$39009468$AV.DE ESPAÑA,2                                                                  $39300$942 88 16 00
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Torrelavega$Instituto de Educación Secundaria$MIGUEL HERRERO PEREDA$39009471$PSO. DE JULIO HAUZEUR, 59                                                       $39300$942 88 24 98
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Torrelavega$Instituto de Educación Secundaria$ZAPATON$39012649$AV.DE LA CONSTITUCION,7                                                         $39300$942 88 81 81
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Treceño$Colegio de Educación Infantil y Primaria$VALDALIGA$39011608$BO.DE HUALLE$39592$942 70 50 07
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Unquera$Centro Público de Educación de Personas Adultas$BAJO DEVA$39019127$C/ SAN FELIPE NERI Nº 7                                                         $39560$
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Valdecilla$Colegio de Educación Infantil y Primaria$MARQUES DE VALDECILLA$39004033$AVDA. RAMON PELAYO, 36$39724$942 52 01 19
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Valdecilla$Instituto de Educación Secundaria$RICARDO BERNARDO$39012248$MIES DEL CORRO S/N                                                              $39724$942 52 11 37
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Vargas$Colegio de Educación Infantil y Primaria$CUEVAS DEL CASTILLO$39011529$Bº EL ANGEL                                                                     $39679$942 59 80 63
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Vega de Pas$Colegio de Educación Infantil y Primaria$DR. MADRAZO$39010446$EL FERIAL,S/N$39685$942 74 97 24
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Viérnoles$Colegio de Educación Infantil y Primaria$DOBRA$39009535$Pº FERNANDEZ VALLEJO, 13                                                        $39315$942 80 25 38
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Viérnoles$Instituto de Educación Secundaria$MANUEL GUTIERREZ ARAGON$39013587$PSO. FERNANDEZ VALLEJO, 13                                                      $39315$942 80 31 47
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Villabáñez$Colegio de Educación Infantil y Primaria$EL HAYA$39013630$Bº EL HAYA, S/N                                                                 $39660$942 59 85 66
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Villabáñez$Escuela Municipal de Educación Infantil$LOS PEQUEÑOS HAYAS$39019139$PALACIO LARRINAGA Nº 1$39660$669293106
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Villabáñez$Instituto de Educación Secundaria$SANTA CRUZ$39001691$CASTAÑEDA S/N                                                                   $39660$942 59 80 01
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Villasevil$Colegio de Educación Infantil y Primaria$FRANCISCO DE QUEVEDO Y VILLEGAS$39008440$LA VENTA$39698$942 59 65 18
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Villasuso$Escuela Infantil$E.E.I.$39013824$VILLASUSO$39407$942 81 76 73
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Viveda$Escuela Infantil$JUAN ARRONTE$39013484$BO.LAS ESCUELAS$39314$
COMUNIDAD AUTÓNOMA DE CANTABRIA$Cantabria$Zurita$Escuela Infantil$ESTELA DE ZURITA$39004872$BO.EL BARDAL$39479$942 57 21 62
COMUNIDAD DE CASTILLA Y LEÓN$Ávila$Arenas de San Pedro$Centro Público de Educación de Personas Adultas$ARENAS DE SAN PEDRO$05009595$CALLE JOSÉ GOCHICOA, Nº 20$05400$
COMUNIDAD DE CASTILLA Y LEÓN$Ávila$Arenas de San Pedro$Centro Público Integrado de Formación Profesional$LAS FERRERÍAS$05009923$AV. LOURDES 2                                                                   $05000$
COMUNIDAD DE CASTILLA Y LEÓN$Ávila$Arenas de San Pedro$Colegio de Educación Infantil y Primaria$ZORRILLA MONROY$05000257$SAN AGUSTIN, 3 (CTRA.)$05400$920 370 259
COMUNIDAD DE CASTILLA Y LEÓN$Ávila$Arenas de San Pedro$Escuela Infantil$LA LUCIÉRNAGA$05009844$C/ FRAY LUIS DE LEÓN, S/N$05400$
COMUNIDAD DE CASTILLA Y LEÓN$Ávila$Arenas de San Pedro$Escuela Oficial de Idiomas$SECCION DE E.O.I.$05009625$NO CONSTA$05400$920 372 167
COMUNIDAD DE CASTILLA Y LEÓN$Ávila$Arenas de San Pedro$Escuela Pública de Música$ESCUELA MUN.DE MUSICA$05006375$PLAZA DEL GENERALISIMO, 1$05400$920 370 005
COMUNIDAD DE CASTILLA Y LEÓN$Ávila$Arenas de San Pedro$Instituto de Educación Secundaria$DE ARENAS DE SAN PEDRO$05009871$CALLE FRAY LUIS DE LEÓN  1                                                      $05400$
COMUNIDAD DE CASTILLA Y LEÓN$Ávila$Arévalo$Centro Público de Educación de Personas Adultas$ARÉVALO$05006545$CALLE SEVERO OCHOA, Nº 2$05200$
COMUNIDAD DE CASTILLA Y LEÓN$Ávila$Arévalo$Colegio de Educación Infantil y Primaria$LA MORAÑA$05000361$CALLE DE LOS DESCALZOS, 87$05200$
COMUNIDAD DE CASTILLA Y LEÓN$Ávila$Arévalo$Colegio de Educación Infantil y Primaria$LOS AREVACOS$05005361$AV.DE LOS DEPORTES$05200$920 300 416
COMUNIDAD DE CASTILLA Y LEÓN$Ávila$Arévalo$Escuela Infantil$AREVALILLO$05009819$C/ REYES CATÓLOCOS, 4$05200$
COMUNIDAD DE CASTILLA Y LEÓN$Ávila$Arévalo$Escuela Oficial de Idiomas$E.O.I.DE AREVALO$05006028$AREVALO$05200$920 300 664
COMUNIDAD DE CASTILLA Y LEÓN$Ávila$Arévalo$Escuela Pública de Música y Danza$ESCUELA MUNICIPAL DE MÚSICA Y DANZA DE ARÉVALO$05009650$C/ DESCALZOS,87 (COLEGIO PUBLICO LA MORAÑA)$05200$920 030 001
COMUNIDAD DE CASTILLA Y LEÓN$Ávila$Arévalo$Instituto de Educación Secundaria$ADAJA$05005462$CALLE ASUNCIÓN VALCARCEL, S/N$05200$
COMUNIDAD DE CASTILLA Y LEÓN$Ávila$Arévalo$Instituto de Educación Secundaria$EULOGIO FLORENTINO SANZ$05000427$AVDA. DE EMILIO ROMERO, 22$05200$
COMUNIDAD DE CASTILLA Y LEÓN$Ávila$Ávila$Centro de Educación Especial$PRÍNCIPE DON JUAN$05009741$C/ DE LA IGUALDAD, S/N$05000$
COMUNIDAD DE CASTILLA Y LEÓN$Ávila$Ávila$Centro Público de Educación de Personas Adultas$DE AVILA$05005504$CASIMIRO HERNANDEZ,7$05002$920 213 590
COMUNIDAD DE CASTILLA Y LEÓN$Ávila$Ávila$Centro Público Integrado de Formación Profesional$AVILA$05004378$CRA. PIEDRAHITA  KM.3(ESC.CAP.Y                                                 $05002$
COMUNIDAD DE CASTILLA Y LEÓN$Ávila$Ávila$Centro Público Integrado de Formación Profesional$DE AVILA$05009698$CALLE GIACOMO PUCCINI 2                                                         $05003$
COMUNIDAD DE CASTILLA Y LEÓN$Ávila$Ávila$Colegio de Educación Infantil y Primaria$ARTURO DUPERIER$05000671$AV.DE LA JUVENTUD$05003$920 229 511
COMUNIDAD DE CASTILLA Y LEÓN$Ávila$Ávila$Colegio de Educación Infantil y Primaria$CERVANTES$05000749$JESUS DEL GRAN PODER, 12$05003$920 221 849
COMUNIDAD DE CASTILLA Y LEÓN$Ávila$Ávila$Colegio de Educación Infantil y Primaria$COMUNEROS DE CASTILLA$05005565$PADRE VICTORIANO, S/N$05005$920 221 351
