COMUNIDAD_AUTONOMA$PROVINCIA$LOCALIDAD$DENOMINACIONGENERICA$DENOMINACIONESPECIFICA$CODIGO$NATURALEZA$DOMICILIO$CODPOSTAL$TELEFONO
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Aljaraque$Centro de Educación de Adultos$El Pinar(Aljaraque-Corrales)$21500574$Real, 66                                                                        $21110$959316190
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Aljaraque$Colegio de Educación Infantil y Primaria$Antonio Guerrero$21000024$Santander, s/n                                                                  $21110$959524923
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Aljaraque$Colegio de Educación Infantil y Primaria$Pura Domínguez$21002963$de las Camelias, s/n                                                            $21110$959524414
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Aljaraque$Escuela Infantil$La Fragua$21006907$Alcalde José Conceglieri, s/n$21110$959355879
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Aljaraque$Escuela Municipal de Música$ESCUELA MUNICIPAL DE MÚSICA DE Aljaraque$21000164$Alerce, 2. Urbanización La Dehesa Golf                                          $21110$959521535
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Aljaraque$Instituto de Educación Secundaria$Fuente Juncal$21700526$Clavel, s/n                                                                     $21110$959524912
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Almonaster la Real$Centro de Educación de Adultos$Mezquita$21500239$Cristo, 5                                                                       $21350$959149570
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Almonaster la Real$Colegio de Educación Infantil y Primaria$Virgen de Gracia$21000085$de Sevilla, 17                                                                  $21350$959149577
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Almonte$Centro de Educación de Adultos$Giner de los Ríos$21500011$Pío XII, s/n                                                                    $21730$959439574
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Almonte$Colegio de Educación Infantil y Primaria$El Lince$21601007$Paterna, s/n                                                                    $21730$959439706
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Almonte$Colegio de Educación Infantil y Primaria$Los Llanos$21003566$de los Llanos, 10                                                               $21730$959439934
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Almonte$Colegio de Educación Infantil y Primaria$Los Taranjales$21600842$Pastorcitos, s/n$21730$959439702
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Almonte$Colegio de Educación Infantil y Primaria$Ntra. Sra. del Rocío$21000191$Pino Gordo, s/n                                                                 $21730$959439709
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Almonte$Colegio de Educación Primaria$Lope de Vega$21000188$Alonsario, 2                                                                    $21730$959439919
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Almonte$Escuela Infantil$Doñanita$21006233$de los Cabezudos, 10$21730$959451468
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Almonte$Escuela Infantil$El Zampullín$21006737$Maestra Ana Espina, 1$21730$959406051
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Almonte$Escuela Infantil$La Huerta$21600830$Huerta de la Cañada, s/n                                                        $21730$959439704
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Almonte$Escuela Municipal de Música$Manolo Sanlúcar$21006971$Antonio Machado s/n                                                             $21000$682055880
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Almonte$Escuela Oficial de Idiomas$Almonte$21003414$Héros de Baler, nº 6                                                            $21730$671591519
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Almonte$Instituto de Educación Secundaria$Doñana$21700654$de la Juventud, s/n                                                             $21730$959439951
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Almonte$Instituto de Educación Secundaria$La Ribera$21700642$Che Guevara, s/n                                                                $21730$959439970
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Alosno$Centro de Educación de Adultos$José Antonio Pérez Bowie(Alosno-Tharsis)$21500379$Paco Toronjo, 2                                                                 $21520$959489544
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Alosno$Colegio de Educación Infantil y Primaria$Ntra. Sra. de Gracia$21000309$Real, 140                                                                       $21520$959489907
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Alosno$Escuela Infantil$Los Cascabeles$21006749$Feria, s/n$21520$959396098
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Alosno$Instituto de Educación Secundaria$La Alborá$21000310$Pedro Carrasco, s/n                                                             $21520$600164276
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Aracena$Centro de Educación de Adultos$Arcilaxis$21500240$Monasterio de la Rábida, s/n                                                    $21200$959129520
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Aracena$Colegio de Educación Primaria$José Nogales$21000334$Doña Elvira Embid, s/n                                                          $21200$600168449
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Aracena$Escuela Infantil$La Jara$21005711$del Agua, 1$21200$959129671
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Aracena$Escuela Infantil$La Julianita$21600994$Camino de Linares, s/n                                                          $21200$959129533
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Aracena$Escuela Oficial de Idiomas$Aracena$21002631$Blas Infante, 34                                                                $21200$959129526
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Aracena$Instituto de Educación Secundaria$San Blas$21700381$Doña Elvira Embid, s/n                                                          $21200$959126235
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Aroche$Centro de Educación de Adultos$Sierra de Aroche$21500215$Luna, s/n                                                                       $21240$959149504
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Aroche$Colegio de Educación Infantil y Primaria$José Romero Macías$21000437$del Mustio, s/n                                                                 $21240$959149902
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Aroche$Escuela Infantil$Gente Menuda$21006518$Sierra de Aroche, s/n$21240$959140201
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Aroche$Instituto de Educación Secundaria$Turóbriga$21700538$Miguel Henández, s/n                                                            $21240$671536624
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Arroyomolinos de León$Centro de Educación de Adultos$Montemayor(Arroyomolinos de León-Cañaveral de León)$21500173$Grande, 14                                                                      $21280$959197579
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Arroyomolinos de León$Colegio de Educación Infantil y Primaria$Virgen de los Remedios$21000462$Alta, s/n                                                                       $21280$959199524
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Ayamonte$Centro de Educación de Adultos$Marismas del Guadiana(Ayamonte-Punta del Moral)$21500446$Ramón y Cajal, 21                                                               $21400$959321651
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Ayamonte$Colegio de Educación Infantil y Primaria$Galdames$21000516$Galdames, 102-Bis                                                               $21400$959349625
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Ayamonte$Colegio de Educación Infantil y Primaria$Moreno y Chacón$21003943$Villablanca, s/n                                                                $21400$959349924
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Ayamonte$Colegio de Educación Infantil y Primaria$Padre Jesús$21000474$Ramón y Cajal, 23                                                               $21400$959349901
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Ayamonte$Colegio de Educación Infantil y Primaria$Rodrigo de Xerez$21000486$Cuesta del Gurugú, s/n                                                          $21400$959349918
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Ayamonte$Escuela Infantil$Estrella de Mar$21005952$Narciso Martín Navarro, 24$21400$959349564
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Ayamonte$Escuela Infantil$Nuestra Señora del Carmen$21005344$Benavente, 21$21400$959524424
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Ayamonte$Escuela Infantil$Virgen de las Angustias$21006521$Carlos Cano, 1$21400$651410465
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Ayamonte$Escuela Oficial de Idiomas$Do Mundo Lume$21700231$Avda. Ramón y Cajal, s/n                                                        $21400$959349518
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Ayamonte$Instituto de Educación Secundaria$González de Aguilar$21700496$Los Álamos, s/n                                                                 $21400$959349910
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Ayamonte$Instituto de Educación Secundaria$Guadiana$21700502$Doctor Severo Ochoa, s/n                                                        $21400$959349932
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Beas$Centro de Educación de Adultos$Almazara$21500501$San Bartolomé, 15                                                               $21630$959524401
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Beas$Colegio de Educación Infantil y Primaria$Juan Ramón Jiménez$21000607$Francisco Vázquez Limón, 11                                                     $21630$671565957
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Beas$Escuela Infantil$Mi pequeña casa$21006531$Vázquez Limón, 9$21630$647068270
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Beas$Escuela Municipal de Música$Maestro Melanio Garrido Contioso$21700678$de Venezuela, s/n                                                               $21630$620142085
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Beas$Instituto de Educación Secundaria$La Campiña$21700541$C/ Maestro D.Antonio Pérez Ruiz,s/n                                             $21630$959524964
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Bellavista$Colegio de Educación Infantil y Primaria$El Puntal$21601068$Goya, s/n                                                                       $21122$959524978
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Berrocal$Centro de Educación de Adultos$La Fuente$21500124$La Fuente, 13                                                                   $21647$959559509
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Berrocal$Colegio de Educación Infantil y Primaria$La Picota$21600982$Nueva, s/n                                                                      $21647$959559921
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Bollullos Par del Condado$Centro de Educación de Adultos$La Piña$21500112$Medina Sidonia, 45                                                              $21710$959439581
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Bollullos Par del Condado$Colegio de Educación Infantil y Primaria$Las Viñas$21003955$Las Viñas, s/n                                                                  $21710$959439900
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Bollullos Par del Condado$Colegio de Educación Infantil y Primaria$Manuel Pérez$21003505$Maestra María Jesús Jiménez, 1                                                  $21710$959439906
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Bollullos Par del Condado$Colegio de Educación Infantil y Primaria$Reyes Católicos$21000671$María Auxiliadora, 26$21710$959439516
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Bollullos Par del Condado$Conservatorio Profesional de Música$Catedrático Antonio García Herrera$21700228$Pedro Miguel  Pérez de Ayala, 5                                                 $21710$959439559
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Bollullos Par del Condado$Escuela Infantil$Cándida Maya$21006543$Velázquez, 65$21710$959878004
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Bollullos Par del Condado$Escuela Municipal de Música$Nuestra Señora de las Mercedes$21000176$Pedro Miguel Pérez de Ayala, 5                                                  $21710$959412094
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Bollullos Par del Condado$Instituto de Educación Secundaria$Delgado Hernández$21000693$Dalí, 1                                                                         $21710$959439921
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Bollullos Par del Condado$Instituto de Educación Secundaria$San Antonio$21700423$El Pendique, s/n                                                                $21710$959439941
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Bonares$Centro de Educación de Adultos$Buena Tierra$21500069$Niebla, 39                                                                      $21830$959364068
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Bonares$Colegio de Educación Infantil y Primaria$Lora Tamayo$21000735$Doctor Fléming, 4                                                               $21830$959524917
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Bonares$Escuela Infantil$Mafalda$21007092$Oceanía, s/n$21830$621182765
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Bonares$Instituto de Educación Secundaria$Catedrático Pulido Rubio$21700061$Consejero Montaner, s/n                                                         $21830$959524550
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Cabezas Rubias$Centro de Educación de Adultos$San Pedro(Cabezas Rubias-Santa Bárbara de Casas)$21500367$Álamo, 1                                                                        $21580$959571225
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Cabezas Rubias$Colegio Público Rural$Aderán 1$21600957$Santos, s/n                                                                     $21580$959559912
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Cabezas Rubias$Escuela Infantil$Mi primer Cole$21006713$Santo, 48$21580$959571201
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Cala$Centro de Educación de Adultos$San Benito$21500197$de los Mineros, s/n                                                             $21270$959078120
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Cala$Colegio de Educación Infantil y Primaria$San Roque$21000759$de la Ermita 15.                                                                $21270$959199544
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Cala$Escuela Infantil$Teodosio Riscos Ortín$21007353$Córdoba, s/n$21270$
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Calañas$Centro de Educación de Adultos$La Esesita$21500321$Carretera Lavadero, s/n                                                         $21300$959559518
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Calañas$Colegio de Educación Infantil y Primaria$San José de Calasanz$21000772$Pasaderas, s/n                                                                  $21300$959559526
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Calañas$Escuela Infantil$Platero y yo$21005708$Cañada Grande, s/n$21300$959559591
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Calañas$Instituto de Educación Secundaria$Diego Macías$21003323$Extramuros, s/n                                                                 $21300$671535362
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Cañaveral de León$Colegio Público Rural$Adersa IV (Cañaveral de León e Hinojales)$21600921$de Hinojales, 2                                                                 $21388$959129717
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Cartaya$Centro de Educación de Adultos$Beturia$21500483$Andalucía, s/n                                                                  $21450$959489546
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Cartaya$Colegio de Educación Infantil y Primaria$Castillo de los Zúñiga$21002409$Fuente del Duque, s/n                                                           $21450$959489520
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Cartaya$Colegio de Educación Infantil y Primaria$Concepción Arenal$21000875$de Andalucía, 1                                                                 $21450$671533192
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Cartaya$Colegio de Educación Infantil y Primaria$Juan Ramón Jiménez$21000863$Gibraleón, 2                                                                    $21450$959489503
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Cartaya$Colegio de Educación Infantil y Primaria$Maestro Juan Díaz Hachero$21600672$Gracia, 43                                                                      $21450$959489613
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Cartaya$Escuela Infantil$Los Duendes de la Joya$21006221$Aroche, 6. Urbanización La Joya$21450$670428492
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Cartaya$Escuela Infantil$Nueva Fresita$21007183$de la Profesionalidad, s/n.$21450$655436140
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Cartaya$Escuela Infantil$Virgen de Consolación$21005319$Pescadores, 39$21450$959524426
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Cartaya$Instituto de Educación Secundaria$Mapi Valle$21700435$Miguel Ángel, s/n                                                               $21450$959489555
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Cartaya$Instituto de Educación Secundaria$Rafael Reyes$21000899$Huelva-Ayamonte, s/n                                                            $21450$959489649
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Chucena$Centro de Educación de Adultos$El Pino$21500690$de la Iglesia, 25                                                               $21891$959439710
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Chucena$Colegio de Educación Infantil y Primaria$Manuel Siurot$21001119$Rábida, 12                                                                      $21891$671534679
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Chucena$Escuela Infantil$Sol y Luna$21006579$Rábida, s/n$21891$618155390
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Corrales$Colegio de Educación Infantil y Primaria$Profesor Tierno Galván$21000048$Casas del Río, s/n                                                              $21120$959524926
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Corrales$Instituto de Educación Secundaria$Juan Antonio Pérez Mercader$21700551$del Ferrocarril, 2                                                              $21120$671536007
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Corteconcepción$Colegio de Educación Infantil y Primaria$Doctor Peralias Panduro$21000981$ de Andalucía, s/n                                                              $21209$959129713
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Cortegana$Centro de Educación de Adultos$Chanza$21500227$de la Constitución, 1                                                           $21230$959132243
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Cortegana$Colegio de Educación Infantil y Primaria$Divino Salvador$21001004$de las Norias, s/n$21230$959149530
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Cortegana$Escuela Infantil$Campanita$21006348$Doctor Fleming, s/n$21230$959131075
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Cortegana$Instituto de Educación Secundaria$San José$21001028$Miguel Hernández, 6                                                             $21230$959149523
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Cumbres Mayores$Centro de Educación de Adultos$Nertóbriga$21500306$Puebla Farnals, 13                                                              $21380$959710324
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Cumbres Mayores$Colegio de Educación Infantil y Primaria$Juan Gómez Márquez$21001107$Córdoba, s/n                                                                    $21380$959129510
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Cumbres Mayores$Instituto de Educación Secundaria$José M. Morón y Barrientos$21700447$Ntra. Sra. de la Esperanza, 1                                                   $21380$959129500
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$El Almendro$Escuela Infantil$Travesuras$21007067$PP SRT-3$21593$616485736
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$El Campillo$Centro de Educación de Adultos$Virgen de la Granada$21500148$Sevilla, 17                                                                     $21650$959598503
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$El Campillo$Colegio de Educación Infantil y Primaria$La Rábida$21000814$ Sevilla, s/n                                                                   $21650$959598556
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$El Campillo$Escuela Hogar$ASPROMIN$21700691$CAMINO REAL, S/N$21650$588125
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$El Campillo$Escuela Infantil$Platerillo$21007225$Don Manuel Centeno, s/n$21650$690683770
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$El Cerro de Andévalo$Centro de Educación de Adultos$Virgen de Albricias$21500331$Castillo, 10                                                                    $21320$959567448
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$El Cerro de Andévalo$Colegio de Educación Infantil y Primaria$Virgen de Andévalo$21000954$de la Constitución, 16                                                          $21320$671535216
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$El Cerro de Andévalo$Escuela Infantil$Los Pitufos$21006567$Blas Infante, s/n$21320$959567051
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$El Granado$Centro de Educación de Adultos$Guadiana$21500434$Santa Catalina, s/n                                                             $21594$959388262
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$El Granado$Colegio Público Rural$Aderán 2$21600969$Grupos Escolares, s/n                                                           $21594$959489549
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$El Repilado$Colegio de Educación Infantil y Primaria$San Juan Bautista$21002173$Paralela a San Juan Bautista, s/n                                               $21360$959129905
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$El Rocío$Colegio de Educación Infantil y Primaria$Doñana$21000279$del Puente del Rey, s/n                                                         $21750$959439519
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$El Rocío$Escuela Infantil$Zampullín$21006506$Bellavista, 1$21750$959442669
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$El Rompido$Colegio de Educación Infantil y Primaria$Virgen del Carmen$21000930$Almirante Cervera, s/n$21459$959489531
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Encinasola$Centro de Educación de Adultos$Montes Claros$21500291$Mayor, s/n                                                                      $21390$959524973
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Encinasola$Colegio de Educación Infantil y Primaria$Rufino Blanco$21001120$Rábida, s/n                                                                     $21390$647553865
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Encinasola$Escuela Infantil$El Pandero$21006361$Arrabacín, s/n$21390$606827724
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Escacena del Campo$Colegio de Educación Infantil y Primaria$Virgen de Luna$21001132$Los Colegios, s/n                                                               $21870$959439965
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Escacena del Campo$Escuela Infantil$Luna Lunera$21006403$Santo Cristo, 9$21870$625132937
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Fuenteheridos$Colegio Público Rural$Adersa 1$21601123$Virgen de la Fuente, 56                                                         $21292$959129556
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Galaroza$Centro de Educación de Adultos$Los Jarritos(Galaroza-Jabugo)$21500264$La cultura, s/n                                                                 $21291$959129656
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Galaroza$Colegio de Educación Infantil y Primaria$Hermanos Arellano$21001156$Libertad, s/n                                                                   $21291$959129929
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Galaroza$Escuela Infantil$Las Carmelitas$21006695$Nuestra Señora del Carmen, 2$21291$959123005
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Gibraleón$Centro de Educación de Adultos$Panturrana$21500586$Andalucía, 4-1ª planta                                                          $21500$959524399
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Gibraleón$Colegio de Educación Infantil y Primaria$Aurora Moreno$21003682$Reina Sofía, 41                                                                 $21500$959524942
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Gibraleón$Colegio de Educación Infantil y Primaria$Fuenteplata$21600702$Fuenteplata, s/n                                                                $21500$959524205
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Gibraleón$Colegio de Educación Infantil y Primaria$Miguel de Cervantes$21001168$Palo Dulce, s/n$21500$959524603
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Gibraleón$Escuela Infantil$Infanta Leonor$21005174$Clara Campoamor, 6$21500$959301548
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Gibraleón$Escuela Infantil$Los Molinos$21007079$Trasera de la Calle Santa Cruz, Ejido de los Molinos$21500$677836886
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Gibraleón$Escuela Infantil$Maestra Angustias Martín$21005265$Nuestra Señora del Vado, s/n$21500$959524428
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Gibraleón$Instituto de Educación Secundaria$Odiel$21700034$de la Real Escuela Andaluza de Arte Ecuestre                                    $21500$959524627
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Granada de Río-La Tinto$Colegio Público Rural$Adersa 6$21600908$Cristóbal Colón, s/n. Campofrío                                                 $21668$959598516
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Higuera de la Sierra$Centro de Educación de Adultos$Higuera$21500276$Señor, número 1                                                                 $21220$959199522
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Higuera de la Sierra$Colegio de Educación Infantil y Primaria$Maestro Rafael Carballar$21001223$de las Pozas, s/n                                                               $21220$959199501
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Higuera de la Sierra$Escuela Infantil$Andaluna$21005186$Concejo, s/n                                                                    $21220$959834329
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Hinojos$Centro de Educación de Adultos$Los Pinos$21500094$de la Constitución, 1                                                           $21740$959439577
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Hinojos$Colegio de Educación Infantil y Primaria$Marismas de Hinojos$21001259$Reyes Católicos, 1                                                              $21740$959439500
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Hinojos$Escuela Infantil$Diego Franco Izquierdo$21005812$Reyes Católicos, 16-22$21740$959439729
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Hinojos$Instituto de Educación Secundaria$El Valle$21700563$Reyes Católicos, 28                                                             $21740$959439510
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Huelva$Centro de Educación de Adultos$El Torrejón$21500628$de las Flores, s/n                                                              $21005$686864766
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Huelva$Centro de Educación de Adultos$La Fuente$21500689$Rubén Darío, s/n                                                                $21005$959524313
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Huelva$Centro de Educación de Adultos$La Hispanidad$21500631$Gabriela Mistral, s/n                                                           $21005$959524393
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Huelva$Centro de Educación de Adultos$La Orden$21500604$Valparaíso, s/n                                                                 $21005$959524397
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Huelva$Centro de Educación de Adultos$Lazareto$21500653$Alanís de la Sierra, s/n                                                        $21007$959524391
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Huelva$Centro de Educación de Adultos$Los Esteros$21500598$Cristóbal Colón, s/n                                                            $21002$959524305
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Huelva$Centro de Educación de Adultos$Maestra Lourdes Pintos$21500616$Virgen María, 1                                                                 $21002$959524307
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Huelva$Centro de Educación de Adultos$Miguel Hernández Gilabert$21500641$de La Ribera, s/n                                                               $21071$959211652
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Huelva$Centro de Educación de Adultos$Tartessos$21500677$de América, s/n                                                                 $21003$959524311
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Huelva$Centro de Educación de Adultos$XII de Octubre$21500665$Ruben Darío, s/n                                                                $21005$959249385
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Huelva$Centro Específico de Educación Especial$Sagrada Familia$21001545$Sevilla-Huelva, km. 636                                                         $21080$959524500
COMUNIDAD AUTÓNOMA DE ANDALUCÍA$Huelva$Huelva$Colegio de Educación Infantil y Primaria$Al-Ándalus$21601081$Tráfico Pesado, s/n                                                             $21007$959524162
